src_ip,dst_ip,src_port,dst_port,num_packets,iat_min,iat_max,iat_mean,pkt_size_min,pkt_size_max,pkt_size_mean,total_bytes,syn_count,rst_count,fin_count
199.45.159.48,203.77.24.11,23943,2281,1,0,0,0,74,74,74,74,1,0,0
94.156.248.26,150.121.129.118,44627,4153,1,0,0,0,58,58,58,58,1,0,0
43.102.4.123,150.121.88.235,443,55830,4,4.1961669921875e-05,0.47256994247436523,0.15768694877624512,54,66,57,228,1,0,1
131.81.40.8,190.71.87.208,389,56295,1,0,0,0,54,54,54,54,0,1,0
167.94.144.227,150.121.112.83,31185,832,1,0,0,0,74,74,74,74,1,0,0
172.246.238.248,202.101.53.211,16501,801,1,0,0,0,54,54,54,54,0,0,0
195.151.248.51,130.194.218.254,61000,25565,1,0,0,0,54,54,54,54,1,0,0
165.11.177.160,163.226.137.194,50496,23,1,0,0,0,74,74,74,74,1,0,0
20.74.22.86,133.131.177.121,59207,9030,1,0,0,0,54,54,54,54,1,0,0
170.161.227.250,163.226.209.76,34593,8728,1,0,0,0,54,54,54,54,1,0,0
70.27.203.251,157.81.188.168,42905,23,1,0,0,0,74,74,74,74,1,0,0
150.121.89.203,149.101.91.157,65005,443,2,0.16034889221191406,0.16034889221191406,0.16034889221191406,54,54,54,108,0,0,0
163.226.205.243,170.203.202.101,50164,443,2,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,66,66,66,132,0,0,0
125.198.89.169,150.121.34.195,1308,23,1,0,0,0,54,54,54,54,1,0,0
94.156.159.209,163.226.224.205,60413,8728,1,0,0,0,54,54,54,54,1,0,0
199.45.159.50,202.230.192.20,40395,26257,1,0,0,0,74,74,74,74,1,0,0
101.39.215.44,210.156.157.31,49809,5090,1,0,0,0,66,66,66,66,1,0,0
18.67.91.75,150.121.205.5,53357,5000,1,0,0,0,54,54,54,54,1,0,0
167.94.144.241,203.77.7.114,10997,41795,1,0,0,0,74,74,74,74,1,0,0
167.172.97.86,150.121.68.53,49819,52223,1,0,0,0,74,74,74,74,1,0,0
18.67.91.75,203.77.116.17,43853,8829,1,0,0,0,54,54,54,54,1,0,0
167.94.144.49,202.101.48.135,44072,51200,1,0,0,0,54,54,54,54,0,0,0
161.62.41.137,203.77.90.227,46240,2380,1,0,0,0,74,74,74,74,1,0,0
134.46.223.18,133.131.186.187,29011,9295,1,0,0,0,58,58,58,58,1,0,0
177.78.209.230,203.77.85.28,56181,445,1,0,0,0,66,66,66,66,1,0,0
51.11.24.136,202.230.216.225,36968,26,1,0,0,0,54,54,54,54,1,0,0
167.94.143.166,202.230.249.122,8211,30469,1,0,0,0,74,74,74,74,1,0,0
165.11.177.160,150.121.182.200,42681,23,1,0,0,0,74,74,74,74,1,0,0
206.84.45.96,163.226.36.77,13276,13262,1,0,0,0,74,74,74,74,1,0,0
166.197.207.128,203.77.24.21,29580,23,2,0.04897594451904297,0.04897594451904297,0.04897594451904297,54,54,54,108,2,0,0
94.156.159.209,163.226.158.133,39478,8728,1,0,0,0,54,54,54,54,1,0,0
20.74.22.86,133.131.154.87,50255,9030,1,0,0,0,54,54,54,54,1,0,0
91.28.55.52,163.226.110.225,47730,38987,1,0,0,0,58,58,58,58,1,0,0
3.27.82.45,150.121.14.140,443,21420,3,0.06706404685974121,0.17391014099121094,0.12048709392547607,66,66,66,198,0,0,0
60.134.80.113,131.80.243.50,57903,443,9,0.0010900497436523438,0.21434807777404785,0.0695236325263977,54,54,54,486,0,0,0
109.66.200.174,133.131.72.178,36279,23,1,0,0,0,74,74,74,74,1,0,0
167.94.144.226,203.77.5.204,61422,9876,1,0,0,0,74,74,74,74,1,0,0
100.90.115.232,133.139.134.150,54937,23,1,0,0,0,58,58,58,58,1,0,0
64.48.155.152,203.77.124.60,58317,389,1,0,0,0,54,54,54,54,1,0,0
221.96.57.204,133.131.87.208,40172,23,1,0,0,0,54,54,54,54,1,0,0
143.235.30.122,150.121.188.218,54082,23,1,0,0,0,74,74,74,74,1,0,0
51.90.21.17,133.139.177.242,443,3587,5,3.2901763916015625e-05,0.2569730281829834,0.06439024209976196,54,58,54.8,274,1,0,0
143.79.50.178,163.226.194.1,56252,9200,1,0,0,0,58,58,58,58,1,0,0
54.62.219.53,130.194.151.163,25565,54658,1,0,0,0,54,54,54,54,1,0,0
141.228.228.111,163.226.221.32,39846,8888,1,0,0,0,54,54,54,54,1,0,0
103.64.216.26,133.131.151.93,46514,8728,1,0,0,0,54,54,54,54,1,0,0
80.182.11.180,203.77.22.173,46892,11981,1,0,0,0,54,54,54,54,1,0,0
103.185.244.76,79.16.56.100,60922,55224,1,0,0,0,54,54,54,54,0,1,0
193.164.133.182,133.131.191.1,47306,6033,1,0,0,0,58,58,58,58,1,0,0
103.64.216.229,202.230.192.189,32795,8728,1,0,0,0,54,54,54,54,1,0,0
40.240.27.23,203.77.52.151,38473,1521,1,0,0,0,54,54,54,54,1,0,0
104.13.243.188,150.121.102.14,46402,623,1,0,0,0,54,54,54,54,1,0,0
157.81.66.173,51.172.238.12,7390,443,2,0.40556907653808594,0.40556907653808594,0.40556907653808594,54,54,54,108,0,0,0
84.33.77.139,163.226.39.1,52231,8545,1,0,0,0,58,58,58,58,1,0,0
103.64.216.26,150.121.43.210,54717,8728,1,0,0,0,54,54,54,54,1,0,0
124.124.254.197,131.80.189.196,56461,445,1,0,0,0,66,66,66,66,1,0,0
64.48.234.71,150.121.253.23,59063,389,1,0,0,0,54,54,54,54,1,0,0
165.225.174.195,163.226.248.33,48812,9999,1,0,0,0,58,58,58,58,1,0,0
45.108.142.31,133.131.107.51,25615,9160,1,0,0,0,54,54,54,54,1,0,0
185.24.33.252,133.131.143.132,43489,8037,1,0,0,0,54,54,54,54,1,0,0
3.239.114.96,150.121.190.213,44699,8819,1,0,0,0,54,54,54,54,1,0,0
111.194.188.119,133.152.12.116,3275,445,1,0,0,0,62,62,62,62,1,0,0
2.73.69.152,203.77.99.128,32934,830,3,3.600120544433594e-05,0.2827310562133789,0.14138352870941162,66,66,66,198,0,0,0
80.160.0.247,133.131.102.251,61000,13387,1,0,0,0,54,54,54,54,1,0,0
45.108.140.42,150.121.245.247,15426,5000,1,0,0,0,54,54,54,54,1,0,0
64.48.234.56,150.121.167.99,42920,389,1,0,0,0,54,54,54,54,1,0,0
45.142.108.162,163.226.101.9,54896,9160,1,0,0,0,58,58,58,58,1,0,0
203.77.102.84,185.10.39.162,3389,48557,2,0.4527909755706787,0.4527909755706787,0.4527909755706787,54,54,54,108,0,0,0
165.7.105.162,150.121.254.82,42351,9160,1,0,0,0,58,58,58,58,1,0,0
18.27.114.84,150.121.225.183,60780,7005,1,0,0,0,54,54,54,54,1,0,0
87.255.153.65,133.131.179.178,46091,2101,1,0,0,0,54,54,54,54,1,0,0
13.39.83.77,202.230.248.27,53894,8098,1,0,0,0,54,54,54,54,1,0,0
203.77.99.128,2.73.69.152,830,32934,2,0.0001220703125,0.0001220703125,0.0001220703125,66,66,66,132,0,0,0
91.28.52.93,203.77.13.239,35804,65382,1,0,0,0,54,54,54,54,1,0,0
108.78.184.71,163.226.24.25,40462,80,1,0,0,0,54,54,54,54,1,0,0
87.105.37.228,150.121.255.77,49085,8080,1,0,0,0,54,54,54,54,1,0,0
79.16.56.161,202.230.192.124,46050,3069,1,0,0,0,54,54,54,54,1,0,0
89.43.85.29,133.131.182.27,50257,17811,1,0,0,0,58,58,58,58,1,0,0
3.239.14.151,203.77.112.28,35116,19100,1,0,0,0,54,54,54,54,1,0,0
150.121.90.203,45.185.184.5,49179,27036,1,0,0,0,54,54,54,54,0,0,0
65.218.142.79,203.77.76.3,37795,389,1,0,0,0,54,54,54,54,1,0,0
203.77.107.161,5.58.179.21,60654,443,2,0.4008219242095947,0.4008219242095947,0.4008219242095947,54,54,54,108,0,0,0
162.143.133.65,203.77.9.112,59601,2281,1,0,0,0,74,74,74,74,1,0,0
126.46.237.88,202.235.220.45,19631,443,12,0.00012803077697753906,0.03983497619628906,0.017257191918113014,66,78,67,804,1,0,0
89.43.81.203,163.226.243.14,40786,5432,1,0,0,0,54,54,54,54,1,0,0
165.11.177.160,150.121.53.89,58262,23,1,0,0,0,74,74,74,74,1,0,0
113.122.73.0,163.226.217.247,4015,21033,1,0,0,0,54,54,54,54,1,0,0
133.139.81.252,170.247.235.125,56715,443,2,0.3543269634246826,0.3543269634246826,0.3543269634246826,54,54,54,108,0,0,0
172.64.47.217,202.235.223.67,8080,23901,1,0,0,0,70,70,70,70,1,0,0
36.48.27.49,133.131.82.207,52447,22,1,0,0,0,58,58,58,58,1,0,0
51.11.24.136,202.230.207.220,40369,26,1,0,0,0,54,54,54,54,1,0,0
63.205.230.195,133.152.150.101,51899,23,1,0,0,0,74,74,74,74,1,0,0
202.235.220.45,126.46.237.88,443,19631,10,6.389617919921875e-05,0.04640913009643555,0.021074453989664715,66,78,68,680,1,0,0
170.196.168.158,131.81.154.164,59948,9999,1,0,0,0,58,58,58,58,1,0,0
180.23.240.92,157.81.144.8,443,38450,7,3.695487976074219e-05,0.44753503799438477,0.09551664193471272,54,54,54,378,0,0,0
94.156.248.94,203.77.121.207,44627,8888,1,0,0,0,58,58,58,58,1,0,0
150.121.10.168,66.213.107.253,80,35302,2,0.00018596649169921875,0.00018596649169921875,0.00018596649169921875,66,66,66,132,0,0,1
175.191.89.23,203.77.98.80,31179,80,5,0.0045850276947021484,0.12328314781188965,0.08893245458602905,54,66,56.4,282,1,0,1
111.238.190.163,133.152.155.241,21472,443,1,0,0,0,54,54,54,54,1,0,0
126.6.130.47,157.81.52.63,48153,993,1,0,0,0,78,78,78,78,1,0,0
3.27.82.45,150.121.14.141,443,44005,1,0,0,0,66,66,66,66,0,0,0
43.125.141.153,163.226.111.149,12476,9306,1,0,0,0,66,66,66,66,1,0,0
80.184.112.46,133.131.188.239,54738,2068,1,0,0,0,58,58,58,58,1,0,0
18.127.156.66,202.101.49.212,35596,8900,3,0.10296797752380371,0.28217005729675293,0.19256901741027832,54,74,60.666666666666664,182,1,0,0
193.164.133.183,133.131.102.136,49565,50904,1,0,0,0,58,58,58,58,1,0,0
181.34.220.253,133.131.83.133,52663,23,1,0,0,0,74,74,74,74,1,0,0
20.74.22.86,133.131.189.76,50926,9030,1,0,0,0,54,54,54,54,1,0,0
34.218.156.156,203.77.110.91,443,37640,1,0,0,0,66,66,66,66,0,0,0
216.231.238.111,202.230.224.230,58109,389,1,0,0,0,54,54,54,54,1,0,0
167.64.36.177,150.121.57.62,40080,888,1,0,0,0,58,58,58,58,1,0,0
89.43.85.29,150.121.2.32,50257,17711,1,0,0,0,58,58,58,58,1,0,0
213.201.75.50,163.226.147.164,4293,80,1,0,0,0,54,54,54,54,1,0,0
45.75.148.64,150.121.221.68,47348,23,1,0,0,0,74,74,74,74,1,0,0
59.191.17.16,203.77.110.123,59664,443,1,0,0,0,54,54,54,54,0,0,0
167.94.143.253,133.131.113.51,39257,5902,1,0,0,0,74,74,74,74,1,0,0
39.136.135.197,203.77.12.96,54665,2375,1,0,0,0,54,54,54,54,1,0,0
156.180.156.145,133.139.55.139,8081,59849,3,3.814697265625e-05,0.10971593856811523,0.05487704277038574,54,54,54,162,0,0,0
94.156.152.235,150.121.31.122,44648,9999,1,0,0,0,58,58,58,58,1,0,0
79.12.195.78,133.131.167.195,53356,6000,1,0,0,0,58,58,58,58,1,0,0
108.89.81.198,133.131.81.68,443,31991,1,0,0,0,54,54,54,54,0,1,0
206.84.45.114,133.131.177.11,31898,62598,1,0,0,0,74,74,74,74,1,0,0
161.116.154.144,133.131.108.84,46425,443,12,5.602836608886719e-05,0.15252208709716797,0.07643591273914684,66,74,66.66666666666667,800,1,0,1
206.84.45.217,202.101.53.208,49834,17537,1,0,0,0,54,54,54,54,0,0,0
79.16.56.140,163.226.215.129,40220,222,1,0,0,0,54,54,54,54,1,0,0
18.250.113.107,150.121.13.39,34504,18035,1,0,0,0,54,54,54,54,1,0,0
122.246.130.57,150.121.90.240,80,58093,18,4.0531158447265625e-06,0.2400209903717041,0.029648991192088407,66,66,66,1188,0,0,0
43.125.157.106,202.235.218.224,29657,4821,1,0,0,0,66,66,66,66,1,0,0
167.94.141.229,202.230.234.86,11618,8389,1,0,0,0,74,74,74,74,1,0,0
163.226.48.178,104.239.99.63,58181,443,8,3.0994415283203125e-06,0.03454899787902832,0.011113132749285017,66,78,67.5,540,1,0,0
111.50.147.211,150.121.86.18,24931,23,1,0,0,0,54,54,54,54,1,0,0
13.39.33.80,202.230.246.227,35789,1337,1,0,0,0,54,54,54,54,1,0,0
128.249.17.56,203.77.103.170,58802,443,1,0,0,0,58,58,58,58,1,0,0
133.152.142.197,167.94.144.90,26829,33514,1,0,0,0,54,54,54,54,0,1,0
167.94.144.50,202.101.49.26,50288,58603,1,0,0,0,54,54,54,54,0,1,0
76.218.224.112,203.77.102.57,18434,443,1,0,0,0,66,66,66,66,1,0,0
171.64.245.95,203.77.57.119,9723,23,1,0,0,0,74,74,74,74,1,0,0
34.155.146.185,133.131.75.34,45432,21,1,0,0,0,54,54,54,54,1,0,0
118.202.27.200,150.121.153.245,55158,22,1,0,0,0,74,74,74,74,1,0,0
59.171.233.174,202.235.220.209,30551,8080,1,0,0,0,58,58,58,58,1,0,0
89.43.85.29,203.77.39.228,50241,17424,1,0,0,0,58,58,58,58,1,0,0
185.24.33.252,133.131.160.136,51936,8037,1,0,0,0,54,54,54,54,1,0,0
185.24.33.252,133.131.186.82,39302,8037,1,0,0,0,54,54,54,54,1,0,0
213.201.75.83,150.121.10.156,24779,80,1,0,0,0,54,54,54,54,1,0,0
195.151.248.51,130.194.184.40,61000,25565,1,0,0,0,54,54,54,54,1,0,0
106.202.24.23,133.152.189.59,50160,23,1,0,0,0,54,54,54,54,1,0,0
89.109.225.200,157.81.228.5,80,37276,5,3.2901763916015625e-05,0.2797989845275879,0.18462121486663818,66,74,67.6,338,1,0,1
150.121.90.248,162.159.151.22,54130,443,3,0.20724105834960938,0.6670899391174316,0.4371654987335205,54,54,54,162,0,0,0
68.184.195.154,202.235.223.218,23491,2000,2,0.6622779369354248,0.6622779369354248,0.6622779369354248,54,58,56,112,1,0,0
150.121.90.127,162.159.147.41,15436,443,1,0,0,0,54,54,54,54,0,0,0
151.235.33.209,163.226.120.25,35918,23,1,0,0,0,74,74,74,74,1,0,0
164.83.211.202,157.81.144.13,443,39296,10,5.1975250244140625e-05,0.19988083839416504,0.07133322291904026,54,62,54.8,548,1,0,0
180.23.240.101,157.81.144.8,443,21428,4,0.0045511722564697266,0.27129697799682617,0.09439706802368164,54,54,54,216,0,0,0
89.43.81.203,163.226.115.71,40786,5432,1,0,0,0,54,54,54,54,1,0,0
65.218.148.69,150.121.120.161,44796,389,1,0,0,0,54,54,54,54,1,0,0
202.235.223.218,68.184.195.154,2000,23491,1,0,0,0,58,58,58,58,1,0,0
172.246.238.112,150.121.121.73,49960,8834,1,0,0,0,74,74,74,74,1,0,0
150.121.128.81,54.158.249.209,63905,443,3,0.0612950325012207,0.5310690402984619,0.2961820363998413,54,54,54,162,0,0,0
89.43.81.195,203.77.11.228,44292,8426,1,0,0,0,58,58,58,58,1,0,0
162.143.133.249,202.230.198.171,22261,34793,1,0,0,0,74,74,74,74,1,0,0
47.44.240.22,131.81.207.102,50969,4567,1,0,0,0,58,58,58,58,1,0,0
40.240.27.23,203.77.2.56,34399,1521,1,0,0,0,54,54,54,54,1,0,0
195.151.248.51,130.194.136.208,61000,25565,1,0,0,0,54,54,54,54,1,0,0
167.94.144.65,202.101.53.207,42712,2079,2,0.17045998573303223,0.17045998573303223,0.17045998573303223,54,74,64,128,1,0,0
167.94.144.65,202.101.53.207,50336,2079,1,0,0,0,54,54,54,54,0,1,0
46.146.244.33,202.101.49.209,63243,445,1,0,0,0,54,54,54,54,0,0,0
43.125.156.206,203.77.100.108,38333,8829,1,0,0,0,66,66,66,66,1,0,0
203.77.102.57,76.218.224.112,443,18434,1,0,0,0,66,66,66,66,1,0,0
203.199.81.18,202.230.248.119,59779,8728,1,0,0,0,54,54,54,54,1,0,0
138.253.153.95,150.121.119.242,47569,8899,1,0,0,0,58,58,58,58,1,0,0
47.251.59.229,202.101.48.114,47960,2222,1,0,0,0,74,74,74,74,1,0,0
20.74.22.86,133.131.184.100,58333,9030,1,0,0,0,54,54,54,54,1,0,0
80.182.11.180,203.77.115.186,35539,11981,1,0,0,0,54,54,54,54,1,0,0
186.221.199.231,133.131.158.38,59337,23,1,0,0,0,74,74,74,74,1,0,0
199.45.159.53,203.77.97.180,23143,18080,1,0,0,0,74,74,74,74,1,0,0
79.12.195.78,202.230.249.113,53372,5367,1,0,0,0,58,58,58,58,1,0,0
165.100.85.156,202.101.53.182,35682,143,1,0,0,0,54,54,54,54,0,0,0
146.246.255.230,192.69.255.26,443,37836,307,1.9073486328125e-06,0.12594103813171387,0.0028095034991993625,66,74,66.02605863192183,20270,1,0,0
43.98.225.11,202.230.201.28,48966,8029,1,0,0,0,66,66,66,66,1,0,0
79.12.198.113,133.131.98.134,52753,5985,1,0,0,0,54,54,54,54,1,0,0
52.203.22.238,202.230.216.211,35584,11211,1,0,0,0,54,54,54,54,1,0,0
162.143.133.243,150.121.89.209,16423,5168,1,0,0,0,74,74,74,74,1,0,0
185.24.33.252,133.131.110.15,49231,8037,1,0,0,0,54,54,54,54,1,0,0
79.12.198.113,150.121.24.241,52753,135,1,0,0,0,54,54,54,54,1,0,0
18.30.114.51,150.121.24.70,34048,21273,1,0,0,0,54,54,54,54,1,0,0
111.35.238.194,133.131.142.240,56194,23,1,0,0,0,74,74,74,74,1,0,0
167.172.97.86,163.226.114.135,46620,52223,1,0,0,0,74,74,74,74,1,0,0
190.228.124.8,150.121.174.68,57993,8080,1,0,0,0,54,54,54,54,1,0,0
190.224.7.149,202.230.237.143,49915,23,1,0,0,0,54,54,54,54,1,0,0
45.120.155.141,202.101.48.13,62439,15957,1,0,0,0,66,66,66,66,1,0,0
45.120.155.141,202.101.53.146,60615,16817,1,0,0,0,66,66,66,66,1,0,0
45.120.155.141,202.101.48.8,62749,15960,1,0,0,0,66,66,66,66,1,0,0
211.63.102.162,133.152.182.116,34716,23,1,0,0,0,74,74,74,74,1,0,0
4.153.219.73,203.77.36.131,57475,3479,1,0,0,0,54,54,54,54,1,0,0
165.11.177.160,150.121.173.33,56926,23,1,0,0,0,74,74,74,74,1,0,0
65.218.148.96,150.121.169.59,36604,389,1,0,0,0,54,54,54,54,1,0,0
199.45.159.51,150.121.77.165,46623,554,1,0,0,0,74,74,74,74,1,0,0
216.231.238.111,150.121.113.123,53755,389,1,0,0,0,54,54,54,54,1,0,0
165.11.177.160,163.226.224.4,53748,23,1,0,0,0,74,74,74,74,1,0,0
133.139.125.111,162.18.208.2,55400,443,6,2.6941299438476562e-05,0.14620304107666016,0.029294204711914063,66,66,66,396,0,0,0
162.143.133.241,150.121.134.82,65343,44139,1,0,0,0,74,74,74,74,1,0,0
84.33.77.234,202.230.211.47,40992,2601,1,0,0,0,54,54,54,54,1,0,0
39.186.100.188,133.131.89.224,59746,23,1,0,0,0,58,58,58,58,1,0,0
133.139.240.231,162.18.208.1,50291,443,3,0.00445103645324707,0.14548707008361816,0.07496905326843262,66,66,66,198,0,0,0
209.56.9.76,150.121.230.97,59040,9092,1,0,0,0,74,74,74,74,1,0,0
193.164.133.19,150.121.203.118,36632,587,1,0,0,0,58,58,58,58,1,0,0
157.81.144.12,182.172.172.50,30722,80,2,0.0939939022064209,0.0939939022064209,0.0939939022064209,66,66,66,132,0,0,0
81.119.127.66,163.226.131.199,28345,443,1,0,0,0,66,66,66,66,1,0,0
117.76.0.3,203.77.107.161,12201,52657,1,0,0,0,54,54,54,54,0,0,0
43.121.80.58,133.131.105.154,23602,4383,1,0,0,0,66,66,66,66,1,0,0
194.182.68.79,163.226.251.193,60000,18633,1,0,0,0,54,54,54,54,1,0,0
79.16.56.161,133.131.140.39,46050,9338,1,0,0,0,54,54,54,54,1,0,0
114.222.186.99,150.121.58.247,11595,23,1,0,0,0,54,54,54,54,1,0,0
162.143.133.149,150.121.75.169,50794,25127,1,0,0,0,74,74,74,74,1,0,0
103.64.216.26,203.77.47.78,34348,8728,1,0,0,0,54,54,54,54,1,0,0
14.59.20.74,150.121.8.6,13684,80,6,4.696846008300781e-05,0.20795893669128418,0.15038418769836426,66,74,67.33333333333333,404,1,0,0
159.246.90.237,163.226.5.81,47890,30853,1,0,0,0,54,54,54,54,1,0,0
59.111.219.83,150.121.28.255,49577,23,1,0,0,0,54,54,54,54,1,0,0
34.179.218.30,133.131.128.11,54622,23,1,0,0,0,54,54,54,54,1,0,0
192.68.85.87,203.77.96.173,49889,22,6,6.9141387939453125e-06,0.308643102645874,0.16031041145324706,66,66,66,396,0,0,0
89.43.81.170,150.121.72.222,42565,18881,1,0,0,0,58,58,58,58,1,0,0
167.94.141.226,133.131.167.225,58046,10001,1,0,0,0,74,74,74,74,1,0,0
162.143.133.249,203.77.81.187,34453,44483,1,0,0,0,74,74,74,74,1,0,0
18.67.91.75,150.121.86.168,42175,8829,1,0,0,0,54,54,54,54,1,0,0
31.131.169.77,203.77.41.251,20246,23,1,0,0,0,54,54,54,54,1,0,0
150.121.41.75,23.33.214.218,57895,443,106,4.0531158447265625e-06,0.010353803634643555,0.0009447710854666574,66,66,66,6996,0,0,0
172.212.197.69,133.131.173.230,59807,9200,1,0,0,0,54,54,54,54,1,0,0
79.12.192.29,133.131.174.109,57687,31433,1,0,0,0,58,58,58,58,1,0,0
59.111.219.83,202.230.250.176,49577,23,1,0,0,0,54,54,54,54,1,0,0
46.21.217.90,202.115.153.216,57792,80,1,0,0,0,74,74,74,74,1,0,0
91.28.48.53,203.77.17.251,50140,23,1,0,0,0,54,54,54,54,1,0,0
185.3.143.215,203.77.110.153,40017,80,1,0,0,0,54,54,54,54,1,0,0
34.65.111.204,203.77.101.66,45432,80,1,0,0,0,54,54,54,54,1,0,0
103.154.174.166,202.101.53.94,53143,445,1,0,0,0,54,54,54,54,0,0,0
203.199.81.18,150.121.86.32,41528,8728,1,0,0,0,54,54,54,54,1,0,0
23.33.214.218,150.121.41.75,443,57895,116,1.9073486328125e-06,0.007612943649291992,0.0004626688749893852,66,66,66,7656,0,0,0
165.7.145.216,163.226.236.137,55878,9999,1,0,0,0,58,58,58,58,1,0,0
205.47.129.190,202.230.204.244,50719,80,1,0,0,0,58,58,58,58,1,0,0
150.121.89.134,104.233.111.210,1657,443,1,0,0,0,54,54,54,54,0,0,0
133.139.159.15,162.18.208.1,50726,443,7,7.796287536621094e-05,0.0001800060272216797,0.00013168652852376303,54,54,54,378,0,0,0
94.156.156.63,150.121.33.11,35617,8585,1,0,0,0,54,54,54,54,1,0,0
18.67.91.75,150.121.86.227,53391,8829,1,0,0,0,54,54,54,54,1,0,0
185.3.143.215,133.131.78.238,39002,80,1,0,0,0,54,54,54,54,1,0,0
141.228.228.111,150.121.103.225,50200,8888,1,0,0,0,54,54,54,54,1,0,0
51.56.216.17,150.121.201.188,25565,26832,1,0,0,0,54,54,54,54,1,0,0
102.123.58.132,133.131.123.220,49587,445,1,0,0,0,54,54,54,54,1,0,0
80.182.11.180,203.77.10.235,33093,11981,1,0,0,0,54,54,54,54,1,0,0
122.34.73.78,203.77.57.1,54000,1433,1,0,0,0,54,54,54,54,1,0,0
133.131.108.84,161.116.154.144,443,46425,10,5.0067901611328125e-06,0.2743980884552002,0.09342744615342882,66,74,66.8,668,1,0,1
223.94.238.7,133.152.157.117,42818,22,1,0,0,0,74,74,74,74,1,0,0
150.121.54.111,117.19.56.142,52591,51013,1,0,0,0,78,78,78,78,1,0,0
104.233.111.210,150.121.89.134,443,1657,1,0,0,0,54,54,54,54,0,0,0
79.12.198.113,150.121.178.36,52753,135,1,0,0,0,54,54,54,54,1,0,0
45.127.47.0,202.235.223.191,47012,8000,1,0,0,0,54,54,54,54,1,0,0
111.190.37.15,202.101.49.61,56366,22,1,0,0,0,54,54,54,54,0,0,0
133.152.124.251,34.205.94.159,59513,443,3,3.695487976074219e-05,0.00020003318786621094,0.00011849403381347656,66,66,66,198,0,0,1
89.43.81.170,163.226.24.208,42549,18491,1,0,0,0,58,58,58,58,1,0,0
162.143.133.155,203.77.61.146,54573,61946,1,0,0,0,74,74,74,74,1,0,0
193.164.133.9,150.121.225.17,47452,110,1,0,0,0,58,58,58,58,1,0,0
213.201.75.224,150.121.10.156,17837,80,1,0,0,0,54,54,54,54,1,0,0
206.84.45.141,202.101.48.127,47178,711,1,0,0,0,54,54,54,54,0,0,0
195.151.248.51,130.194.153.77,61000,25565,1,0,0,0,54,54,54,54,1,0,0
72.14.79.88,131.81.152.162,47743,3388,1,0,0,0,58,58,58,58,1,0,0
172.246.241.12,202.101.48.217,25461,1080,1,0,0,0,54,54,54,54,0,0,0
103.64.216.228,202.101.53.99,42586,8728,1,0,0,0,54,54,54,54,0,0,1
185.24.33.252,133.131.127.187,33470,8037,1,0,0,0,54,54,54,54,1,0,0
150.121.89.153,163.165.145.33,54253,443,2,0.12445306777954102,0.12445306777954102,0.12445306777954102,54,54,54,108,0,0,0
103.218.196.22,103.185.244.242,41294,5689,1,0,0,0,54,54,54,54,1,0,0
49.53.160.205,202.123.154.182,42609,8032,1,0,0,0,66,66,66,66,1,0,0
167.94.141.145,203.77.30.68,52707,12877,1,0,0,0,74,74,74,74,1,0,0
159.224.2.199,131.81.200.185,35990,2221,11,3.600120544433594e-05,0.15110993385314941,0.07684860229492188,66,74,66.72727272727273,734,1,0,0
89.43.85.29,163.226.3.187,50257,17122,1,0,0,0,58,58,58,58,1,0,0
43.93.228.161,202.230.206.144,49203,12245,1,0,0,0,66,66,66,66,1,0,0
89.43.85.29,202.230.246.154,50241,17233,1,0,0,0,58,58,58,58,1,0,0
133.152.124.245,23.216.46.165,62228,443,11,1.5974044799804688e-05,0.20925092697143555,0.0226531982421875,54,66,55.09090909090909,606,1,0,2
40.240.27.23,203.77.80.211,50487,1521,1,0,0,0,54,54,54,54,1,0,0
43.101.160.249,133.152.30.192,56153,446,1,0,0,0,66,66,66,66,1,0,0
18.67.91.75,150.121.48.23,49816,5000,1,0,0,0,54,54,54,54,1,0,0
190.231.102.43,133.131.181.178,58972,23,1,0,0,0,54,54,54,54,1,0,0
89.43.81.170,150.121.108.249,42565,18599,1,0,0,0,58,58,58,58,1,0,0
142.21.231.252,131.81.34.113,443,61812,6,3.314018249511719e-05,0.02427983283996582,0.009385395050048827,66,66,66,396,0,0,0
163.165.145.33,150.121.89.153,443,54253,2,0.06145596504211426,0.06145596504211426,0.06145596504211426,54,54,54,108,0,0,0
87.255.153.81,133.131.66.151,46147,11199,1,0,0,0,54,54,54,54,1,0,0
4.153.219.73,203.77.101.207,40294,3479,1,0,0,0,54,54,54,54,1,0,0
62.21.198.172,150.121.45.244,50872,23,1,0,0,0,74,74,74,74,1,0,0
79.16.56.67,203.77.76.253,50439,22,1,0,0,0,54,54,54,54,1,0,0
119.149.24.63,133.131.189.222,47197,23,1,0,0,0,54,54,54,54,1,0,0
18.67.91.75,202.230.230.24,54581,8829,1,0,0,0,54,54,54,54,1,0,0
80.182.11.180,163.226.69.114,56209,11981,1,0,0,0,54,54,54,54,1,0,0
157.81.144.13,101.39.200.99,25162,443,11,8.797645568847656e-05,0.08484911918640137,0.04176051616668701,54,66,55.09090909090909,606,1,0,1
59.79.117.35,133.131.65.141,39151,23,1,0,0,0,54,54,54,54,1,0,0
46.21.217.90,202.115.153.216,57904,80,1,0,0,0,74,74,74,74,1,0,0
94.134.41.57,202.101.48.171,443,25565,1,0,0,0,74,74,74,74,1,0,0
171.244.188.223,131.81.146.9,44184,23,1,0,0,0,54,54,54,54,1,0,0
