src_ip,dst_ip,src_port,dst_port,num_packets,iat_min,iat_max,iat_mean,pkt_size_min,pkt_size_max,pkt_size_mean,total_bytes,syn_count,rst_count,fin_count
162.215.228.211,150.121.8.6,873,35828,2219,1.9073486328125e-06,0.012989997863769531,0.0005764648439219881,66,66,66,146454,0,0,0
150.121.88.156,184.152.70.19,63722,80,4809,9.5367431640625e-07,0.018115997314453125,0.00026377619007066165,66,94,67.47223955084218,324474,0,0,0
60.123.255.90,131.80.208.203,52082,2234,290,1.9073486328125e-06,0.4764401912689209,0.004434418925777026,66,66,66,19140,0,0,0
74.228.67.3,131.81.82.21,443,61790,9181,1.9073486328125e-06,0.05868697166442871,0.00013596546675904384,54,54,54,495774,0,0,0
150.121.89.184,180.92.47.105,49339,443,7985,0.0,0.08153700828552246,0.00013003168340197546,54,90,79.5103318722605,634890,0,0,0
103.149.197.51,203.77.107.137,42424,80,22,0.024080991744995117,0.12557697296142578,0.05832781110491071,66,66,66,1452,0,0,0
126.157.1.206,130.194.199.28,54962,443,1324,9.5367431640625e-07,0.010921001434326172,0.0009684481588350672,54,74,55.235649546827794,73132,0,0,0
151.138.184.116,130.194.250.160,80,60317,301,2.1457672119140625e-06,0.2233898639678955,0.003848713239034017,66,66,66,19866,0,0,0
203.77.107.137,84.78.59.201,80,47430,507,1.9073486328125e-06,0.17792916297912598,0.0024997311618488297,66,66,66,33462,0,0,0
138.126.168.29,150.121.13.164,8889,57346,85,3.814697265625e-06,0.45012617111206055,0.015152596292041597,66,66,66,5610,0,0,0
89.43.81.170,150.121.9.228,42565,18754,1,0,0,0,58,58,58,58,1,0,0
138.253.153.95,150.121.48.218,40955,8899,1,0,0,0,58,58,58,58,1,0,0
103.232.75.232,150.121.183.167,443,45630,6,0.0004050731658935547,0.08073306083679199,0.03672943115234375,54,54,54,324,0,1,0
203.199.81.18,203.77.29.163,59296,8728,1,0,0,0,54,54,54,54,1,0,0
103.170.253.156,150.121.8.6,49973,443,27,3.0040740966796875e-05,0.11455798149108887,0.04659119019141564,54,74,61.25925925925926,1654,0,0,0
5.178.46.249,163.226.91.92,65326,23,1,0,0,0,54,54,54,54,1,0,0
202.253.128.161,150.121.90.73,8029,61769,148,2.002716064453125e-05,0.03316617012023926,0.008711394809541247,54,54,54,7992,0,0,0
157.81.158.50,99.30.40.17,47124,443,744,0.0006279945373535156,0.013065099716186523,0.0017239270909798418,66,66,66,49104,0,0,0
142.146.50.128,202.101.49.253,3705,7052,2,0.6324028968811035,0.6324028968811035,0.6324028968811035,54,54,54,108,0,0,0
150.121.8.6,185.194.65.221,36273,873,1078,2.86102294921875e-06,0.019269943237304688,0.0011864837497721807,66,66,66,71148,0,0,0
65.218.148.96,150.121.50.214,56397,389,1,0,0,0,54,54,54,54,1,0,0
126.26.99.111,157.81.34.9,61657,10027,3,0.18173909187316895,1.0012140274047852,0.591476559638977,66,66,66,198,0,0,0
133.139.240.231,144.12.209.201,55790,30303,58,0.0002391338348388672,0.20570707321166992,0.022382890968992,66,66,66,3828,0,0,0
114.212.162.147,203.77.124.110,25306,23,2,0.0018470287322998047,0.0018470287322998047,0.0018470287322998047,54,54,54,108,2,0,0
171.224.76.254,150.121.8.6,33986,443,82,9.5367431640625e-07,0.08211803436279297,0.014931493335300021,54,66,56.78048780487805,4656,0,0,0
213.201.73.173,163.226.147.187,16475,80,1,0,0,0,54,54,54,54,1,0,0
151.138.184.117,150.121.242.95,80,64064,314,2.86102294921875e-06,0.18215703964233398,0.002446437415223533,54,54,54,16956,0,0,0
43.98.198.180,203.77.29.161,59753,9304,1,0,0,0,66,66,66,66,1,0,0
175.191.122.100,150.121.8.6,52793,443,303,2.1457672119140625e-06,0.06279993057250977,0.004239781013387718,66,66,66,19998,0,0,0
133.139.202.68,176.245.136.59,80,46804,24,5.888938903808594e-05,0.1206510066986084,0.055305522421131965,66,66,66,1584,0,0,0
162.143.133.156,133.131.137.200,39222,28858,1,0,0,0,74,74,74,74,1,0,0
178.131.185.224,202.101.49.3,45482,3790,2,1.2478888034820557,1.2478888034820557,1.2478888034820557,54,54,54,108,0,0,0
110.47.184.125,150.121.8.6,22760,80,290,0.0,0.06928610801696777,0.0012689140016232394,66,94,83.15862068965517,24116,0,0,0
128.26.192.22,163.226.147.109,51946,80,45,3.814697265625e-06,0.017852067947387695,0.003714209253137762,66,66,66,2970,0,0,0
18.251.218.138,150.121.166.143,53845,3047,1,0,0,0,54,54,54,54,1,0,0
157.81.144.21,162.18.208.1,8000,443,12,0.005036830902099609,0.18971800804138184,0.10601717775518243,66,66,66,792,0,0,0
31.41.185.86,150.121.49.231,443,52202,381,9.5367431640625e-07,0.02650308609008789,0.0013356553880791914,54,54,54,20574,0,0,0
40.240.27.23,203.77.98.200,56974,1521,1,0,0,0,54,54,54,54,1,0,0
185.194.65.221,150.121.8.6,873,36273,1841,1.9073486328125e-06,0.018313169479370117,0.0006957880828691566,66,66,66,121506,0,0,0
206.84.45.117,202.230.245.173,31223,52842,1,0,0,0,74,74,74,74,1,0,0
110.47.184.125,150.121.8.6,22759,80,383,9.5367431640625e-07,0.07114911079406738,0.0033137355175317895,66,94,79.31592689295039,30378,0,0,0
103.6.155.2,150.121.8.6,61680,443,312,9.5367431640625e-07,0.03224587440490723,0.004112636928006384,66,78,66.96153846153847,20892,0,0,0
121.59.109.6,163.226.26.163,36448,23,1,0,0,0,58,58,58,58,1,0,0
147.164.176.124,150.121.49.194,443,62691,288,1.9073486328125e-06,0.16654396057128906,0.004283021136028011,66,66,66,19008,0,0,0
89.43.85.29,150.121.147.139,50241,17616,1,0,0,0,58,58,58,58,1,0,0
157.81.144.13,101.39.200.99,18546,443,11,7.987022399902344e-05,0.08907198905944824,0.04308540821075439,54,66,55.09090909090909,606,1,0,1
203.77.105.22,153.48.46.213,47642,1883,49,0.006525993347167969,0.03724312782287598,0.026530394951502483,66,66,66,3234,0,0,0
220.223.61.245,150.121.77.199,14519,8080,69,4.0531158447265625e-06,0.05942082405090332,0.018802954870111802,54,66,55.21739130434783,3810,0,0,0
203.77.105.21,153.48.46.213,40208,1883,49,0.005609989166259766,0.03746986389160156,0.02652481198310852,66,66,66,3234,0,0,0
60.154.37.192,131.80.243.50,52542,443,237,1.9073486328125e-06,0.07914996147155762,0.005413986868777518,54,66,54.607594936708864,12942,0,0,0
133.139.86.26,162.18.208.2,39606,443,1,0,0,0,54,54,54,54,0,0,0
211.114.83.8,150.121.8.6,19454,443,51,1.1920928955078125e-06,0.10870194435119629,0.02384136199951172,54,82,63.490196078431374,3238,0,0,0
52.203.22.238,202.230.249.67,35920,11211,1,0,0,0,54,54,54,54,1,0,0
133.139.244.98,15.200.156.83,55984,51235,34,3.409385681152344e-05,0.11826300621032715,0.03770451834707549,66,78,67.05882352941177,2280,0,0,0
133.139.147.237,162.18.230.3,61466,443,3,0.16047406196594238,0.19998598098754883,0.1802300214767456,54,54,54,162,0,0,0
47.44.198.28,202.230.200.251,14969,10471,1,0,0,0,66,66,66,66,1,0,0
203.77.105.22,153.48.46.213,47646,1883,49,0.0056149959564208984,0.03757596015930176,0.026503647367159527,66,66,66,3234,0,0,0
167.94.141.225,203.77.73.15,32714,2079,1,0,0,0,74,74,74,74,1,0,0
133.139.150.91,162.18.208.1,38617,443,4,6.198883056640625e-06,0.8272039890289307,0.3220353921254476,54,54,54,216,0,0,0
103.170.253.156,150.121.8.6,49970,443,117,1.1920928955078125e-06,0.10648202896118164,0.010195103184930209,54,90,63.47008547008547,7426,0,0,0
182.66.130.8,133.139.62.30,443,40170,11,3.314018249511719e-05,0.5896971225738525,0.06317300796508789,54,66,55.09090909090909,606,0,0,0
195.151.248.51,130.194.195.143,61000,25565,1,0,0,0,54,54,54,54,1,0,0
18.30.114.51,150.121.138.83,58446,21273,1,0,0,0,54,54,54,54,1,0,0
51.144.153.210,150.121.38.121,43501,8080,1,0,0,0,54,54,54,54,1,0,0
60.189.20.182,133.139.199.78,58865,443,2,0.8990411758422852,0.8990411758422852,0.8990411758422852,66,66,66,132,0,0,0
150.121.8.6,110.47.184.125,80,22761,414,9.5367431640625e-07,0.044992923736572266,0.0013731039753837678,66,66,66,27324,0,0,0
79.12.195.78,150.121.215.59,53372,15433,1,0,0,0,58,58,58,58,1,0,0
103.93.219.246,150.121.8.6,35305,443,614,3.0994415283203125e-06,0.22084712982177734,0.0020875565185049035,66,66,66,40524,0,0,0
89.43.85.29,163.226.93.190,50241,17394,1,0,0,0,58,58,58,58,1,0,0
141.228.228.15,163.226.117.65,56404,8080,1,0,0,0,54,54,54,54,1,0,0
14.29.227.105,150.121.90.84,443,49995,47,3.0994415283203125e-06,0.14131498336791992,0.027579411216404125,66,66,66,3102,0,0,0
156.100.80.219,150.121.88.139,443,50590,475,3.0994415283203125e-06,0.10166597366333008,0.0020301623686456477,54,66,65.97473684210526,31338,0,1,0
176.245.136.59,133.139.202.68,46812,80,13,6.818771362304688e-05,0.24219608306884766,0.09608383973439534,66,66,66,858,0,0,0
150.121.8.6,149.0.178.154,80,39863,3,2.86102294921875e-06,0.12528705596923828,0.06264495849609375,66,74,68.66666666666667,206,1,0,1
150.121.54.111,178.214.46.58,52668,29456,2,1.0028579235076904,1.0028579235076904,1.0028579235076904,78,78,78,156,2,0,0
103.18.168.150,133.131.170.40,41959,23,1,0,0,0,58,58,58,58,1,0,0
202.101.49.217,210.180.179.26,445,59030,32,0.00040912628173828125,0.08597803115844727,0.03991690758735903,54,54,54,1728,0,0,0
203.77.107.137,45.247.68.73,873,38622,43,9.5367431640625e-07,0.17578911781311035,0.030368617602757046,66,66,66,2838,0,0,0
45.6.2.126,202.230.201.32,45862,4481,1,0,0,0,54,54,54,54,1,0,0
80.174.5.37,150.121.97.0,29011,49153,1,0,0,0,58,58,58,58,1,0,0
128.26.192.22,163.226.147.109,51967,80,13,0.0002720355987548828,0.01482081413269043,0.0056304136912028,66,66,66,858,0,0,0
203.77.105.21,153.48.46.213,49547,1883,45,0.011270999908447266,0.03167986869812012,0.028415381908416748,66,66,66,2970,0,0,0
150.121.49.57,54.111.143.240,54740,443,1,0,0,0,54,54,54,54,0,0,0
163.226.80.232,162.159.152.150,50562,443,1,0,0,0,54,54,54,54,0,0,0
150.121.8.6,162.215.228.211,35828,873,1165,1.9073486328125e-06,0.013048887252807617,0.001098721707399768,66,66,66,76890,0,0,0
203.77.82.19,35.143.211.18,47638,443,7,5.1021575927734375e-05,0.18442010879516602,0.04667135079701742,66,78,67.71428571428571,474,0,1,0
3.120.10.250,150.121.140.101,45682,12547,1,0,0,0,54,54,54,54,1,0,0
203.77.107.137,103.149.197.51,80,42424,24,3.719329833984375e-05,0.12548494338989258,0.053257258042045265,66,66,66,1584,0,0,0
150.121.49.49,104.239.85.46,64717,8443,19,0.0008940696716308594,0.20305299758911133,0.06819322374131945,54,66,54.63157894736842,1038,0,0,0
150.121.8.6,171.224.76.254,443,33986,159,3.0994415283203125e-06,0.08203792572021484,0.007692949681342403,54,54,54,8586,0,0,0
150.121.88.139,156.100.80.219,50590,443,258,9.5367431640625e-07,0.15043902397155762,0.0038647818658138528,54,66,61.2093023255814,15792,0,103,0
80.182.11.180,202.230.244.4,56238,11981,1,0,0,0,54,54,54,54,1,0,0
13.20.100.9,202.235.220.35,443,46336,10,3.0994415283203125e-05,0.21588897705078125,0.05805389086405436,54,54,54,540,0,0,0
18.251.218.138,203.77.70.235,39031,3047,1,0,0,0,54,54,54,54,1,0,0
157.81.110.68,175.27.104.112,63428,80,1,0,0,0,54,54,54,54,0,0,0
130.194.196.52,58.157.27.240,443,57471,19,5.9604644775390625e-06,9.298324584960938e-05,5.322032504611545e-05,66,66,66,1254,0,0,0
169.160.177.82,131.81.214.151,80,19137,9,0.00026297569274902344,0.3467600345611572,0.1544613540172577,54,54,54,486,0,0,0
126.185.28.253,131.80.63.204,61671,443,4,0.06905698776245117,0.9284729957580566,0.35813426971435547,66,66,66,264,0,0,0
52.189.109.150,202.235.218.113,443,60591,5,3.695487976074219e-05,0.3094949722290039,0.15477097034454346,54,54,54,270,0,0,0
182.69.85.255,130.194.6.248,52906,443,5,3.0994415283203125e-06,0.01720714569091797,0.012610018253326416,54,54,54,270,0,0,1
194.182.68.79,163.226.211.81,60000,18633,1,0,0,0,54,54,54,54,1,0,0
193.1.53.9,150.121.180.135,33321,626,1,0,0,0,54,54,54,54,1,0,0
65.218.142.22,133.131.74.194,48433,389,1,0,0,0,54,54,54,54,1,0,0
206.26.96.102,202.101.49.197,48340,9000,1,0,0,0,54,54,54,54,0,0,1
65.218.148.65,150.121.143.18,49288,389,1,0,0,0,54,54,54,54,1,0,0
170.161.227.250,202.101.48.90,57140,7999,1,0,0,0,54,54,54,54,0,0,1
163.226.133.240,115.133.246.42,6316,443,30,3.0994415283203125e-06,0.011228084564208984,0.0010841057218354323,66,66,66,1980,0,0,0
202.166.16.244,150.121.8.6,60006,443,788,1.9073486328125e-06,0.030191898345947266,0.0016242488366675952,54,54,54,42552,0,0,0
80.182.11.180,150.121.188.112,54234,11981,1,0,0,0,54,54,54,54,1,0,0
103.93.219.246,150.121.8.6,10704,443,295,4.0531158447265625e-06,0.08449101448059082,0.0043230851491292315,66,66,66,19470,0,0,0
79.12.195.78,150.121.230.168,53356,6000,1,0,0,0,58,58,58,58,1,0,0
162.143.133.251,133.131.176.110,61221,57948,1,0,0,0,74,74,74,74,1,0,0
157.81.237.114,184.86.60.67,49637,2200,1,0,0,0,78,78,78,78,1,0,0
111.66.195.57,131.81.145.65,55414,443,114,9.5367431640625e-07,0.06503701210021973,0.008499018913876694,54,74,57.12280701754386,6512,0,18,1
157.81.158.104,144.124.173.225,443,56143,666,1.9073486328125e-06,0.0908808708190918,0.001892272332557162,54,54,54,35964,0,0,0
111.66.195.57,131.81.145.65,55412,443,102,9.5367431640625e-07,0.0549468994140625,0.004659060204383171,54,74,56.11764705882353,5724,0,65,1
192.120.151.220,202.235.222.241,443,42296,2,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,54,54,54,108,0,0,1
171.240.186.137,150.121.8.6,45130,443,91,2.86102294921875e-06,0.07698702812194824,0.013990322748819986,54,54,54,4914,0,0,0
202.235.220.35,13.20.100.9,46336,443,8,5.0067901611328125e-05,0.29744601249694824,0.07463857105800084,54,54,54,432,0,0,0
103.170.253.156,150.121.8.6,49985,443,85,1.1920928955078125e-06,0.1088261604309082,0.015207060745784215,54,90,70.89411764705882,6026,0,0,0
35.47.27.89,150.121.209.185,443,50735,8,4.0531158447265625e-06,0.11108708381652832,0.04753027643476214,54,66,55.5,444,1,0,0
163.226.161.199,170.203.202.6,51422,443,1,0,0,0,66,66,66,66,0,0,0
150.121.90.140,23.27.121.82,55612,443,988,9.5367431640625e-07,0.11892890930175781,0.001062595856346741,66,94,79.63157894736842,78676,0,0,0
125.236.55.75,150.121.58.86,5555,45426,1,0,0,0,66,66,66,66,0,0,0
49.53.88.179,150.121.38.132,42788,27571,1,0,0,0,66,66,66,66,1,0,0
161.62.41.137,150.121.129.119,42318,2380,1,0,0,0,74,74,74,74,1,0,0
150.121.8.6,183.112.184.155,443,9007,943,9.5367431640625e-07,0.09965991973876953,0.001346696460829166,66,66,66,62238,0,0,0
133.139.202.68,176.245.136.59,80,46812,24,9.799003601074219e-05,0.12146377563476562,0.054260606351106064,66,66,66,1584,0,0,0
128.26.192.22,163.226.147.109,51963,80,191,4.0531158447265625e-06,0.01718902587890625,0.0022519575922112715,66,66,66,12606,0,0,0
195.151.248.51,130.194.29.60,61000,25565,1,0,0,0,54,54,54,54,1,0,0
171.240.186.137,150.121.8.6,5255,443,303,2.86102294921875e-06,0.018771886825561523,0.004228089029425817,54,54,54,16362,0,0,0
185.10.39.201,203.77.126.135,41248,6822,1,0,0,0,54,54,54,54,1,0,0
190.224.7.149,203.77.3.227,44513,23,1,0,0,0,54,54,54,54,1,0,0
126.98.131.237,131.80.236.237,54157,22,41,0.010612964630126953,0.0814511775970459,0.030964577198028566,66,66,66,2706,0,0,0
126.210.48.232,150.121.8.6,49988,443,419,3.0994415283203125e-06,0.03323698043823242,0.0030439350593603398,66,66,66,27654,0,0,0
142.146.236.89,202.101.53.51,7475,7081,2,0.649766206741333,0.649766206741333,0.649766206741333,54,54,54,108,0,0,0
79.12.195.78,150.121.0.249,53372,42130,1,0,0,0,58,58,58,58,1,0,0
165.11.177.160,150.121.244.146,39056,23,1,0,0,0,74,74,74,74,1,0,0
116.162.17.187,150.121.8.6,55042,443,20,1.0967254638671875e-05,0.5390138626098633,0.06410478290758635,66,78,69,1380,0,0,0
60.147.247.254,133.139.229.9,55558,22,4,0.01944589614868164,0.7264738082885742,0.2682026227315267,54,54,54,216,0,0,0
59.79.117.35,203.77.67.244,39151,23,1,0,0,0,54,54,54,54,1,0,0
202.235.222.241,192.120.151.220,42296,443,3,4.0531158447265625e-06,0.0002770423889160156,0.0001405477523803711,54,54,54,162,0,1,0
178.79.154.134,133.139.240.231,30303,55924,83,3.0994415283203125e-05,0.12404417991638184,0.015267988530600943,66,66,66,5478,0,0,0
167.172.97.86,203.77.92.160,39533,52223,1,0,0,0,74,74,74,74,1,0,0
163.226.131.40,61.238.160.32,993,62834,18,0.000186920166015625,0.03077220916748047,0.010960003908942728,66,66,66,1188,0,0,0
13.39.33.80,202.230.205.143,58300,1337,1,0,0,0,54,54,54,54,1,0,0
84.33.77.57,150.121.230.90,49900,18000,1,0,0,0,54,54,54,54,1,0,0
46.21.217.90,202.115.153.216,57916,80,2,1.0796339511871338,1.0796339511871338,1.0796339511871338,74,74,74,148,2,0,0
52.203.22.238,202.230.203.8,33684,11211,1,0,0,0,54,54,54,54,1,0,0
206.84.45.82,150.121.216.48,5450,37215,1,0,0,0,74,74,74,74,1,0,0
172.64.47.217,203.77.21.105,8080,2979,1,0,0,0,70,70,70,70,1,0,0
175.111.21.195,150.121.8.6,14188,443,55,5.0067901611328125e-06,0.07813906669616699,0.023151892202871817,54,66,56.4,3102,0,0,0
150.121.54.19,172.67.143.153,55293,8443,14,0.0005290508270263672,0.18199896812438965,0.08345701144291805,54,54,54,756,0,0,0
150.121.88.84,43.102.90.212,50738,80,6,0.0015559196472167969,0.053446054458618164,0.016449832916259767,66,78,68,408,1,0,1
167.94.141.145,202.230.212.13,63639,23253,1,0,0,0,74,74,74,74,1,0,0
27.50.12.26,150.121.8.6,39136,443,48,5.0067901611328125e-06,0.11497688293457031,0.026722598583140272,54,66,54.25,2604,0,0,0
150.121.88.171,38.44.226.81,45051,80,85,2.86102294921875e-06,0.06458401679992676,0.015010643573034377,54,54,54,4590,0,0,0
162.215.155.94,203.77.107.137,36009,80,28,1.5974044799804688e-05,0.1409618854522705,0.04638966807612666,66,86,69,1932,0,0,0
131.81.40.133,94.134.41.57,80,443,57,7.605552673339844e-05,0.06778717041015625,0.02270997847829546,54,54,54,3078,0,57,0
80.182.11.180,163.226.3.34,46709,11981,1,0,0,0,54,54,54,54,1,0,0
106.247.147.149,133.131.150.3,58914,49151,1,0,0,0,58,58,58,58,1,0,0
150.121.90.153,34.74.227.127,58387,443,50,2.1457672119140625e-06,0.0063440799713134766,0.0020905124897859536,66,94,80.32,4016,0,0,0
133.139.240.231,178.79.154.134,55924,30303,54,0.0009679794311523438,0.09354090690612793,0.023624415667551867,66,66,66,3564,0,0,0
61.246.160.84,150.121.54.111,36655,52666,1,0,0,0,54,54,54,54,0,0,0
202.101.49.162,133.247.39.207,22,55208,6,0.04064583778381348,0.5866401195526123,0.23097119331359864,66,66,66,396,0,0,0
168.255.58.232,133.139.240.231,30303,42212,96,0.0011780261993408203,0.11921191215515137,0.013308306744224147,66,66,66,6336,0,0,0
126.26.90.43,131.81.183.240,53686,443,68,5.0067901611328125e-06,0.2378370761871338,0.019054854094092525,54,66,54.1764705882353,3684,0,0,0
163.165.145.33,150.121.86.165,443,65399,6,0.00023794174194335938,0.8375990390777588,0.19047942161560058,54,54,54,324,0,0,0
133.152.183.100,170.247.69.242,60915,443,33,0.0007679462432861328,0.08002209663391113,0.03962627798318863,66,66,66,2178,0,0,0
125.236.55.75,150.121.58.86,5555,57412,1,0,0,0,66,66,66,66,0,0,0
84.78.59.201,203.77.107.137,47430,80,107,3.0994415283203125e-06,0.17830491065979004,0.011861528990403662,66,66,66,7062,0,0,0
3.241.141.0,150.121.121.236,42536,8237,1,0,0,0,54,54,54,54,1,0,0
185.24.33.252,133.131.178.119,56105,8037,1,0,0,0,54,54,54,54,1,0,0
174.243.38.104,203.77.29.30,34443,2323,1,0,0,0,54,54,54,54,1,0,0
221.27.211.193,202.230.241.226,43866,23,1,0,0,0,54,54,54,54,1,0,0
38.157.67.230,150.121.8.6,873,37879,1380,1.9073486328125e-06,0.1591019630432129,0.0008721929084053067,66,66,66,91080,0,0,0
150.121.49.24,162.216.14.226,56340,443,1,0,0,0,54,54,54,54,0,0,0
150.121.90.240,43.102.71.142,57910,443,5,0.07874679565429688,0.30321502685546875,0.16152650117874146,54,66,56.4,282,0,0,0
60.189.20.182,133.139.199.78,58871,443,4,0.0012788772583007812,0.40303897857666016,0.13740094502766928,66,66,66,264,0,0,0
45.6.2.126,202.230.221.120,45862,189,1,0,0,0,54,54,54,54,1,0,0
27.50.12.26,150.121.8.6,39229,443,35,8.821487426757812e-06,0.19484186172485352,0.03552990801194135,54,54,54,1890,0,0,0
20.74.22.86,133.131.96.187,38359,9030,1,0,0,0,54,54,54,54,1,0,0
122.244.118.149,150.121.8.6,51348,443,101,2.86102294921875e-06,0.10277104377746582,0.012454469203948975,54,54,54,5454,0,0,0
126.247.31.224,131.80.236.237,60118,22,17,0.00996088981628418,0.23873591423034668,0.07910774648189545,54,54,54,918,0,0,0
203.77.98.80,103.44.43.65,873,50560,67,1.9073486328125e-06,0.10518908500671387,0.018500801288720333,66,66,66,4422,0,0,0
43.102.90.212,150.121.88.84,80,50738,4,0.01386713981628418,0.0413970947265625,0.023476362228393555,66,74,68,272,1,0,1
190.224.7.149,133.131.159.253,34891,23,1,0,0,0,54,54,54,54,1,0,0
133.139.159.3,117.103.12.103,51842,443,317,9.5367431640625e-07,0.11960506439208984,0.003771790975256811,54,90,70.7570977917981,22430,0,0,0
193.164.133.63,133.131.145.194,51255,20046,1,0,0,0,58,58,58,58,1,0,0
150.121.242.95,151.138.184.117,64064,80,316,5.0067901611328125e-06,0.17954611778259277,0.002592749065823025,54,54,54,17064,0,0,0
31.13.48.20,150.121.89.124,443,55115,1,0,0,0,54,54,54,54,0,0,0
5.201.209.47,150.121.77.192,8324,22622,1,0,0,0,54,54,54,54,1,0,0
162.143.133.79,133.131.66.12,5010,6002,1,0,0,0,74,74,74,74,1,0,0
144.197.17.198,133.152.213.103,443,64408,34,0.000102996826171875,0.09165620803833008,0.03788005944454309,66,66,66,2244,0,0,0
150.121.89.101,128.2.101.146,54487,80,66,3.1948089599609375e-05,0.11641216278076172,0.018340862714327298,54,54,54,3564,0,0,0
24.107.175.214,202.101.48.210,56455,1433,1,0,0,0,54,54,54,54,0,0,0
195.151.248.51,130.194.88.113,61000,25565,1,0,0,0,54,54,54,54,1,0,0
43.81.108.52,157.81.144.13,443,37208,28,3.0994415283203125e-06,0.00875711441040039,0.0010513729519314235,54,54,54,1512,0,0,0
103.44.43.65,203.77.98.80,54161,873,45,9.5367431640625e-07,0.09499788284301758,0.028679750182411888,66,78,69.73333333333333,3138,0,0,0
191.220.172.8,150.121.76.22,45153,23,1,0,0,0,54,54,54,54,1,0,0
133.139.240.231,168.255.58.232,42212,30303,57,0.00043892860412597656,0.13509297370910645,0.022574480090822493,66,66,66,3762,0,0,0
195.151.248.51,130.194.182.226,61000,25565,1,0,0,0,54,54,54,54,1,0,0
170.161.227.250,202.101.48.200,51934,37215,1,0,0,0,54,54,54,54,0,0,1
150.121.54.111,117.19.56.142,52544,42311,1,0,0,0,78,78,78,78,1,0,0
89.43.85.29,150.121.134.143,50257,17710,1,0,0,0,58,58,58,58,1,0,0
89.43.81.170,202.230.211.12,42549,18045,1,0,0,0,58,58,58,58,1,0,0
150.121.246.117,5.245.217.154,47666,5320,7,0.0475611686706543,0.31953883171081543,0.20507649580637613,66,66,66,462,0,0,0
38.44.226.81,150.121.88.171,80,45051,99,3.0994415283203125e-06,0.06661081314086914,0.012929806903916962,54,54,54,5346,0,0,0
3.113.112.140,133.131.81.249,36951,21321,1,0,0,0,54,54,54,54,1,0,0
133.139.240.231,176.245.62.184,46438,30303,49,0.0004420280456542969,0.09516596794128418,0.026432186365127563,66,66,66,3234,0,0,0
51.144.153.210,131.80.106.58,43501,8443,1,0,0,0,54,54,54,54,1,0,0
161.62.75.209,150.121.110.40,46179,13454,1,0,0,0,54,54,54,54,1,0,0
140.37.142.26,163.226.249.156,443,56149,1,0,0,0,66,66,66,66,0,0,0
163.226.251.166,104.19.166.253,35356,443,15,1.9073486328125e-06,0.5753371715545654,0.07693336691175189,66,78,67.33333333333333,1010,1,0,1
182.225.172.22,131.81.239.54,42374,23,1,0,0,0,66,66,66,66,1,0,0
18.63.86.38,203.77.57.99,35511,12265,1,0,0,0,54,54,54,54,1,0,0
67.16.237.128,157.81.255.219,27978,23,1,0,0,0,54,54,54,54,1,0,0
165.11.177.160,163.226.177.60,39489,23,1,0,0,0,74,74,74,74,1,0,0
87.236.179.217,202.101.49.53,55029,80,2,0.506882905960083,0.506882905960083,0.506882905960083,54,54,54,108,0,0,1
150.121.8.6,103.170.253.156,443,49973,29,4.0531158447265625e-06,0.12338685989379883,0.043310037681034634,54,54,54,1566,0,0,0
209.237.214.154,150.121.90.97,443,62932,8,7.295608520507812e-05,0.5219700336456299,0.125629152570452,66,66,66,528,0,0,0
133.247.227.177,203.77.110.123,64633,443,245,3.0994415283203125e-06,0.04295802116394043,0.005212028495600966,66,66,66,16170,0,0,0
101.244.157.148,101.244.159.205,179,48590,1,0,0,0,74,74,74,74,0,0,0
150.121.137.160,43.102.71.142,58657,443,1,0,0,0,54,54,54,54,0,0,0
39.141.123.44,202.101.49.168,57274,22,1,0,0,0,66,66,66,66,0,0,0
40.194.111.117,202.235.220.35,443,35534,1,0,0,0,66,66,66,66,0,0,0
203.77.107.137,162.215.155.94,80,36009,58,2.86102294921875e-06,0.13889288902282715,0.02197426243832237,66,66,66,3828,0,0,0
164.83.211.202,150.121.52.167,443,51006,3,3.1948089599609375e-05,0.07215690612792969,0.03609442710876465,54,54,54,162,0,1,1
80.174.5.37,133.131.78.154,29011,49153,1,0,0,0,58,58,58,58,1,0,0
190.224.7.149,202.101.49.240,37783,23,2,0.3504171371459961,0.3504171371459961,0.3504171371459961,54,54,54,108,1,1,0
164.26.93.174,202.101.48.89,25645,9200,1,0,0,0,54,54,54,54,0,1,0
14.59.23.220,150.121.8.6,9982,443,84,0.0,0.23595619201660156,0.014894494091171816,54,66,56,4704,0,0,0
60.189.20.182,133.139.199.78,58872,443,5,0.00061798095703125,0.22066283226013184,0.05759650468826294,66,66,66,330,0,0,0
162.143.133.247,150.121.205.140,59475,18274,1,0,0,0,74,74,74,74,1,0,0
45.221.76.79,150.121.156.233,60000,5003,1,0,0,0,54,54,54,54,1,0,0
180.103.62.244,163.226.131.40,64319,993,2,0.43445420265197754,0.43445420265197754,0.43445420265197754,54,66,60,120,0,0,0
203.77.82.29,54.214.0.191,37322,443,4,0.005554914474487305,0.06436300277709961,0.03163663546244303,66,66,66,264,0,1,0
206.84.45.116,203.77.30.155,46786,37756,1,0,0,0,74,74,74,74,1,0,0
150.121.88.35,122.246.130.57,8221,443,39,9.703636169433594e-05,0.11008810997009277,0.004270766910753752,54,66,54.30769230769231,2118,0,0,0
153.48.46.213,203.77.105.22,1883,40781,52,0.0007379055023193359,0.06029200553894043,0.02440980368969487,66,66,66,3432,0,0,0
